sector,stage,country,funding,team_size,team_experience,market_size_bn,burn_rate,revenue_growth,customer_count,nps_score,patent_count,competition_level,business_model_score,months_since_founding,runway_months,success
CleanTech,Series B,Canada,17500120,6,12,198.91,163893,4.817,9261,-13,6,9,9,15,31,1
CleanTech,Pre-Seed,Singapore,250065,81,12,106.48,212684,3.622,13479,7,28,1,7,108,17,1
HealthTech,Series A,USA,6932613,19,5,455.66,345681,0.122,15804,59,24,1,3,62,31,0
BioTech,Seed,Brazil,1361864,83,5,466.6,418519,3.672,27245,-11,19,5,1,51,4,0
BioTech,Series B,UK,43923202,66,13,249.04,388147,-0.075,45101,31,26,3,7,69,4,1
HealthTech,Pre-Seed,Brazil,323120,84,1,3.74,223065,3.182,12827,-6,5,9,6,9,8,0
FinTech,Series A,Australia,8881344,137,8,55.34,792086,0.895,42368,-17,24,5,2,109,6,0
SaaS,Series B,UK,17196274,132,13,286.73,415519,3.421,44700,69,26,7,1,79,9,1
CleanTech,Pre-Seed,Brazil,382548,26,4,12.38,584989,1.411,49416,58,10,1,4,103,8,0
CleanTech,Seed,Canada,1892652,70,10,198.76,90664,4.34,12040,79,4,2,4,27,32,1
FinTech,Series A,Brazil,12010066,83,5,152.03,421496,1.552,19477,75,11,4,6,25,15,1
CleanTech,Seed,Canada,2031439,118,2,357.32,49427,3.022,16127,41,0,9,5,53,18,0
Cybersecurity,Pre-Seed,Canada,476904,96,12,28.26,107180,1.287,21182,-17,18,5,9,49,23,1
SaaS,Pre-Seed,UK,267912,34,13,244.62,637838,4.57,26049,20,10,5,8,99,5,1
Gaming,Pre-Seed,France,298178,112,1,289.77,87952,3.861,24527,52,14,9,9,7,27,0
CleanTech,Series B,India,25462498,147,9,308.84,76046,1.065,12473,78,24,8,7,98,33,1
HealthTech,Seed,Israel,1656300,126,2,202.88,116918,4.734,16709,34,15,2,9,96,2,1
Cybersecurity,Pre-Seed,Singapore,448008,17,6,152.53,339586,1.657,33974,7,2,7,3,97,28,0
CleanTech,Seed,India,1823957,81,1,341.41,464887,3.19,42464,26,10,1,9,15,24,1
Cybersecurity,Seed,USA,2386594,39,1,423.86,625358,3.663,13714,-12,10,9,2,44,21,0
AI/ML,Pre-Seed,France,331396,136,9,346.96,592456,-0.081,34208,-19,9,3,9,7,31,0
Gaming,Seed,India,2560356,79,4,466.09,80246,4.787,31945,46,1,2,6,25,11,1
E-Commerce,Seed,UK,2844693,64,9,358.77,704252,1.591,21568,27,19,4,4,64,28,0
HealthTech,Seed,USA,1531328,113,11,382.43,549871,0.787,9147,48,4,4,2,3,4,0
HealthTech,Series A,Germany,8802199,90,5,84.37,354864,4.224,16267,53,22,3,3,76,16,1
SaaS,Pre-Seed,France,224001,39,7,210.06,458431,3.455,41514,7,22,2,5,116,12,1
Cybersecurity,Seed,India,1876467,145,1,242.79,690213,0.251,31452,58,24,5,9,93,22,1
FinTech,Seed,USA,1999643,53,6,128.52,409325,0.409,5136,-7,28,4,7,56,35,1
HealthTech,Seed,Germany,2914607,30,8,264.51,249285,3.519,32579,25,7,5,3,74,16,1
Cybersecurity,Series A,Brazil,3065867,145,14,145.75,331901,0.189,31516,66,12,8,4,118,24,0
Cybersecurity,Seed,USA,588780,77,1,343.91,273382,4.569,11446,-8,14,2,2,5,35,0
EdTech,Series B,UK,17695145,146,9,235.41,655558,3.656,45099,-5,1,9,8,85,28,1
EdTech,Series A,Brazil,5941478,65,3,229.67,25064,1.545,24524,73,11,1,6,66,29,1
E-Commerce,Seed,UK,1374072,92,1,491.83,172187,1.687,13188,19,23,8,3,53,21,0
AI/ML,Series A,India,9792109,90,1,196.53,697312,2.434,38587,51,7,5,5,4,25,0
E-Commerce,Seed,Israel,2873887,14,13,181.47,670980,1.677,40837,60,20,2,5,51,31,1
CleanTech,Pre-Seed,India,147247,73,14,159.64,634078,3.874,45537,9,28,8,1,33,15,0
FinTech,Pre-Seed,Brazil,229965,6,11,447.43,54258,4.869,5560,60,18,5,5,114,35,1
CleanTech,Pre-Seed,Canada,50727,13,6,248.61,669830,2.84,45621,78,24,3,6,119,22,1
BioTech,Series B,India,19084591,4,11,300.21,349403,2.119,43227,44,27,7,2,76,5,0
CleanTech,Series A,Brazil,12407659,34,6,90.82,646480,0.958,36397,37,22,4,3,119,13,0
SaaS,Series B,USA,31761480,122,1,270.7,368720,3.198,11657,67,0,6,5,82,32,0
CleanTech,Seed,Australia,1914119,51,14,137.69,639769,3.365,38082,27,7,8,3,103,3,1
E-Commerce,Seed,India,1660689,138,14,365.45,173118,3.363,18840,28,9,1,5,86,15,1
HealthTech,Pre-Seed,USA,269606,30,3,416.35,212049,-0.06,41430,68,12,2,5,5,27,0
HealthTech,Series A,UK,11779340,40,7,357.55,781888,4.475,40397,-19,4,8,8,37,27,1
EdTech,Seed,France,2751743,92,10,365.26,480471,1.558,11324,68,21,7,9,100,30,1
FinTech,Series C,Israel,89749134,101,3,256.48,15397,3.67,25247,-7,8,9,8,87,6,1
FinTech,Pre-Seed,UK,255603,18,3,356.2,617769,3.751,17558,76,9,2,3,38,25,1
SaaS,Seed,UK,2776158,57,3,211.63,163305,3.183,49262,-4,13,8,1,66,28,0
E-Commerce,Series A,Brazil,6120452,47,12,325.92,486552,1.853,19943,10,23,6,3,34,22,1
EdTech,Seed,Canada,1921525,68,7,129.89,332452,2.964,39460,-11,29,1,1,20,4,0
BioTech,Seed,Singapore,2453097,143,4,35.34,210798,0.009,41986,49,10,4,9,36,15,0
FinTech,Series A,Australia,14099415,68,4,207.03,466435,3.762,44514,68,13,2,3,58,26,1
HealthTech,Pre-Seed,Canada,63265,24,3,231.16,506574,0.318,15372,16,29,7,8,104,18,0
CleanTech,Series A,Brazil,10738672,95,10,128.58,535418,1.863,12631,43,2,9,6,69,9,0
CleanTech,Seed,Israel,1962417,55,11,363.99,658581,0.339,1472,9,28,6,3,55,4,0
EdTech,Series B,Australia,46012614,139,9,37.24,548359,4.153,26955,13,20,4,9,69,5,1
E-Commerce,Series A,Australia,9615492,78,2,111.76,382384,2.662,47367,-3,15,5,8,93,6,0
E-Commerce,Seed,Brazil,1175899,17,4,374.41,536406,3.393,30802,67,19,1,3,68,12,0
AI/ML,Pre-Seed,Germany,368774,42,8,218.84,666023,3.349,4872,42,29,4,7,66,31,1
Gaming,Series C,UK,109206882,99,6,352.79,72408,4.176,27547,28,16,3,5,69,9,1
FinTech,Seed,France,1155313,129,14,283.96,61786,0.489,43341,35,4,9,2,83,7,0
E-Commerce,Series B,Germany,15611868,62,7,475.38,615559,3.231,13691,70,25,6,8,112,29,1
HealthTech,Pre-Seed,Brazil,389606,87,13,299.1,29158,2.791,44250,37,6,4,1,41,14,1
EdTech,Seed,Germany,1907757,119,7,7.93,98114,-0.039,4753,6,16,3,4,119,20,0
BioTech,Series A,France,12593264,101,2,176.76,718481,0.847,1833,34,19,4,4,40,32,0
AI/ML,Series B,Brazil,18456800,50,4,71.96,531358,1.191,38696,64,21,8,5,42,22,0
Cybersecurity,Seed,Brazil,1238456,3,10,462.35,554162,0.177,8645,-2,10,5,4,21,18,0
SaaS,Series A,Australia,4138452,121,10,52.45,249139,1.645,39584,2,11,1,1,85,25,1
BioTech,Seed,Germany,1182986,124,6,194.16,575109,-0.059,49892,26,24,5,7,110,31,0
Cybersecurity,Pre-Seed,USA,410400,87,3,113.44,649963,2.677,30441,58,26,8,2,7,35,0
CleanTech,Series A,India,5288013,78,9,423.44,332726,0.9,40024,45,23,4,3,71,26,1
SaaS,Series A,Brazil,11262236,137,13,154.63,132603,1.292,43317,78,1,2,5,16,4,1
FinTech,Series B,Germany,30313683,60,4,495.95,424921,4.534,15062,30,26,3,8,93,20,1
HealthTech,Seed,Singapore,2267581,13,10,19.79,603669,2.415,9635,63,18,9,8,51,34,1
SaaS,Pre-Seed,Israel,301666,5,13,64.57,507821,1.199,20064,7,25,7,2,66,12,0
Gaming,Pre-Seed,Singapore,319670,118,2,112.71,402949,2.912,9940,36,28,3,9,114,16,0
Cybersecurity,Seed,Germany,1128151,96,6,405.65,185725,0.849,35169,37,4,5,6,102,5,1
FinTech,Seed,UK,1457004,126,1,439.32,620505,0.187,13111,-6,10,3,9,59,35,0
Gaming,Series A,UK,6344849,42,6,36.19,788873,-0.091,44131,-5,22,4,4,106,27,0
CleanTech,Seed,Germany,835510,124,13,16.71,476548,4.748,45200,76,18,8,3,37,1,1
Gaming,Series B,Australia,28035245,8,12,372.41,344943,3.568,29739,26,27,3,5,87,34,1
AI/ML,Series C,Australia,133500774,70,10,67.11,334329,3.96,42746,42,6,3,5,7,32,1
AI/ML,Seed,Brazil,2547463,70,1,66.93,481529,4.901,17793,-9,20,8,4,90,33,0
EdTech,Series B,France,37225824,82,14,11.67,313682,4.644,18146,22,25,7,7,41,31,1
BioTech,Series A,India,7065183,31,8,25.38,508905,3.632,33677,63,21,7,8,116,13,1
BioTech,Seed,Brazil,2541781,74,5,132.21,221470,3.409,760,8,5,2,5,26,2,0
FinTech,Pre-Seed,Singapore,129888,7,6,32.97,444448,1.552,23022,28,10,7,9,42,30,0
CleanTech,Seed,India,740346,90,2,184.76,130026,0.341,5612,-18,26,3,7,109,10,0
E-Commerce,Seed,Singapore,1118821,148,2,416.47,244257,2.783,36008,48,13,7,7,112,23,1
AI/ML,Series B,Australia,24052772,67,12,163.5,63106,2.797,27265,39,27,4,8,52,33,1
FinTech,Seed,Germany,2296641,11,9,364.05,91227,4.752,530,45,3,8,4,79,29,1
E-Commerce,Series B,France,40428563,145,3,47.41,456295,2.101,9551,66,27,8,6,104,30,0
BioTech,Series A,Singapore,14826072,38,6,329.86,690388,3.392,28394,69,7,6,5,111,34,1
EdTech,Pre-Seed,Australia,90643,78,10,158.72,576423,2.79,42987,5,8,3,1,60,17,0
Gaming,Series C,France,149504471,78,5,375.0,696426,0.719,48984,50,1,6,9,3,22,1
AI/ML,Seed,Brazil,768116,33,14,68.56,653887,2.879,2560,53,24,6,2,45,5,0
FinTech,Seed,Germany,2270330,48,12,448.99,764077,2.609,18561,48,10,3,6,41,11,1
SaaS,Series A,Israel,7658575,111,4,121.67,93470,2.368,5103,26,27,4,8,12,22,1
E-Commerce,Pre-Seed,UK,204841,121,10,176.89,778378,2.47,24090,55,19,2,3,4,32,1
Gaming,Seed,Canada,864765,11,2,475.12,148213,0.653,17921,75,21,1,5,65,24,0
AI/ML,Seed,France,2420382,98,8,289.45,55950,2.21,42233,21,29,2,7,18,11,1
BioTech,Seed,Israel,2642064,6,10,183.2,721083,2.949,2781,10,6,7,4,39,11,0
CleanTech,Series C,Israel,58946694,78,7,474.83,288369,2.345,17330,1,3,5,5,18,17,1
E-Commerce,Seed,France,2031618,2,11,164.87,503466,2.341,5257,-4,23,9,1,89,32,0
BioTech,Pre-Seed,Israel,227145,132,2,47.89,305103,0.203,34956,63,28,3,4,92,19,0
AI/ML,Seed,Singapore,1886511,68,6,498.43,89711,0.792,38831,-1,13,2,7,82,27,0
E-Commerce,Series B,Israel,35776359,16,14,134.29,151123,1.469,15615,-13,25,4,7,29,32,1
Gaming,Pre-Seed,Australia,486221,94,8,425.7,212500,1.981,881,77,23,2,4,65,25,0
AI/ML,Pre-Seed,India,183922,31,7,83.19,789572,2.888,1847,28,0,7,6,113,28,0
Cybersecurity,Pre-Seed,Singapore,209472,104,1,365.81,275593,4.289,39367,66,23,6,5,107,27,1
FinTech,Pre-Seed,Israel,324097,83,5,262.46,376357,0.628,22110,17,25,8,1,96,14,0
Gaming,Series A,Brazil,5727850,76,2,490.46,694550,-0.122,37336,32,29,5,8,66,2,1
E-Commerce,Series A,UK,13086627,61,6,276.64,634533,2.136,16314,7,11,2,7,99,17,1
CleanTech,Seed,Germany,2279472,41,7,13.0,107069,2.047,30118,56,18,4,5,34,1,0
BioTech,Series A,Israel,6613983,75,14,302.14,691501,2.67,39931,8,4,1,7,11,32,1
SaaS,Seed,USA,1801288,122,14,73.09,243597,4.133,43924,51,29,2,3,13,19,1
BioTech,Series C,UK,137035863,148,7,399.37,558196,3.972,22966,-10,25,4,8,103,14,1
E-Commerce,Series C,Brazil,161449370,4,3,428.36,376991,0.32,44023,26,7,6,5,72,31,1
BioTech,Seed,Australia,2826168,37,7,241.31,788628,4.657,11320,24,10,4,2,32,18,1
FinTech,Series B,Israel,27297281,44,5,391.72,27412,0.374,2216,-3,21,4,2,106,14,0
AI/ML,Series A,Australia,13323592,144,8,72.98,382174,3.1,25564,29,3,2,4,17,14,1
SaaS,Seed,Israel,1838971,116,12,246.29,277800,3.297,38469,68,14,9,7,61,24,1
HealthTech,Pre-Seed,Canada,447748,110,8,197.28,150039,3.335,24401,28,19,8,4,50,5,0
E-Commerce,Seed,India,1596613,91,7,305.85,488174,1.18,11780,1,11,8,9,96,16,1
EdTech,Series A,Australia,7141314,85,6,22.72,418980,1.518,10694,24,19,5,2,84,5,0
HealthTech,Series C,India,161089605,78,2,376.19,628773,2.653,4809,40,21,3,6,78,13,1
BioTech,Series A,UK,7010086,6,6,40.03,454246,0.838,16562,78,22,6,4,62,16,0
E-Commerce,Series B,Canada,32260086,79,13,328.41,208879,-0.094,47160,72,28,9,6,70,15,1
Cybersecurity,Seed,Germany,1618976,92,12,9.72,535895,2.723,32441,0,20,8,9,59,31,0
EdTech,Series A,Singapore,10963845,88,11,416.03,160595,2.219,40539,50,9,7,9,66,5,1
SaaS,Series A,India,8991342,15,9,87.76,582735,3.215,1929,40,29,8,9,56,21,1
CleanTech,Seed,Canada,2738926,105,2,257.99,59757,0.563,29617,55,23,4,9,82,30,1
Cybersecurity,Seed,India,515385,84,1,131.12,794402,4.173,47074,15,15,6,3,89,23,0
HealthTech,Series A,France,11135800,55,11,361.46,260495,0.56,14244,3,22,5,9,77,29,1
AI/ML,Pre-Seed,Brazil,377565,133,13,161.01,758886,4.435,32879,11,7,2,3,56,13,1
FinTech,Series A,Germany,7152109,96,5,362.44,400909,2.138,44179,70,19,8,3,61,32,0
CleanTech,Pre-Seed,Brazil,167369,10,11,142.79,222916,2.659,49866,75,7,3,5,90,27,1
Cybersecurity,Seed,Israel,1244990,54,6,376.36,388976,4.462,11116,38,28,5,6,88,34,1
AI/ML,Series A,India,9380858,78,3,15.79,172867,1.36,22418,75,5,8,9,41,33,0
AI/ML,Pre-Seed,Israel,169774,61,8,142.01,735166,0.746,15707,75,2,9,1,17,4,0
E-Commerce,Pre-Seed,USA,303724,47,7,249.57,320609,2.118,17765,69,28,9,8,115,18,0
Cybersecurity,Seed,India,2731737,55,2,23.01,464325,1.071,35895,54,7,5,4,81,6,0
SaaS,Series B,Canada,41913900,75,12,93.42,100027,2.545,13100,61,28,2,7,76,28,1
BioTech,Pre-Seed,Germany,154126,113,7,467.3,60528,1.231,23867,-16,22,7,6,30,27,1
EdTech,Series B,Israel,48241589,96,1,488.43,308374,4.295,43971,-5,9,7,6,38,26,1
EdTech,Pre-Seed,India,127658,24,9,370.01,58242,2.958,1208,-10,4,8,7,56,20,1
HealthTech,Series C,USA,55408792,28,13,126.47,469099,-0.199,44085,14,10,8,4,19,13,1
HealthTech,Series C,Brazil,88796474,71,7,130.63,124688,3.988,36,54,3,5,6,102,28,1
EdTech,Seed,Canada,2366015,110,6,323.07,501582,1.517,18212,21,16,1,3,88,34,1
SaaS,Seed,France,2523027,78,13,59.24,536071,1.465,11252,66,25,4,5,89,23,1
FinTech,Seed,India,1667213,51,2,474.18,38390,1.792,19725,77,2,4,2,95,10,0
Gaming,Seed,France,1407153,125,3,112.79,673777,3.077,7006,60,17,3,3,24,30,0
BioTech,Pre-Seed,UK,143220,20,1,499.82,82102,2.099,47835,-11,7,8,9,77,22,1
FinTech,Pre-Seed,Germany,76393,2,10,248.12,289570,3.069,24059,61,29,3,6,38,5,1
E-Commerce,Pre-Seed,India,107480,41,13,385.83,40750,0.563,5347,-13,23,5,3,110,9,0
Gaming,Seed,Australia,2423298,23,5,1.59,592476,4.845,32171,5,11,2,2,31,4,1
Gaming,Pre-Seed,USA,416407,113,9,444.43,283016,3.594,28517,-18,20,6,5,57,1,1
Cybersecurity,Seed,Israel,2213043,41,13,135.37,628519,1.101,24274,38,15,6,5,44,34,1
SaaS,Series C,Australia,170551509,39,6,334.13,402004,3.566,33577,67,13,8,1,34,26,0
SaaS,Seed,UK,1642226,49,5,403.27,713446,2.79,27648,-18,20,8,3,16,18,1
Gaming,Seed,Germany,2066772,76,12,82.49,601058,0.368,4118,17,15,1,7,20,16,0
Cybersecurity,Seed,Brazil,552066,108,3,221.53,241360,0.727,17910,-19,26,5,9,40,23,0
BioTech,Series A,Canada,5471146,9,5,247.17,235440,0.015,13083,78,3,2,5,103,26,0
Gaming,Series B,France,38187230,87,8,156.4,753537,4.008,49647,-4,0,5,4,36,2,1
CleanTech,Series B,UK,40424304,69,12,241.14,102663,2.669,13187,52,0,9,3,47,5,0
HealthTech,Series C,Israel,91773155,76,2,159.11,700080,1.447,424,15,28,4,9,89,29,1
HealthTech,Pre-Seed,Canada,128422,138,5,180.69,683439,0.457,26641,65,21,8,7,34,4,0
FinTech,Series A,Brazil,11051090,91,6,334.83,668651,2.317,34750,74,14,1,7,112,35,1
E-Commerce,Series A,Israel,12399822,131,10,316.48,215156,2.531,15918,77,19,8,8,69,22,1
HealthTech,Pre-Seed,USA,79086,81,8,116.52,122808,3.45,23154,67,19,6,1,65,8,0
AI/ML,Series C,France,54171364,96,8,448.79,120091,4.844,48166,52,2,8,4,57,21,1
FinTech,Pre-Seed,Australia,175604,71,5,431.46,583681,2.062,11992,-19,13,6,5,45,8,0
HealthTech,Series A,India,13324430,91,9,254.79,627846,1.911,34001,64,8,3,5,24,5,1
E-Commerce,Pre-Seed,UK,169324,60,4,216.91,79770,1.724,42757,13,18,8,1,89,21,0
SaaS,Seed,India,1939641,148,12,188.74,195385,4.1,14546,6,7,5,3,70,27,1
SaaS,Series A,Canada,7197739,29,9,353.78,58838,0.613,41524,16,1,5,2,79,5,0
BioTech,Seed,India,2436513,73,11,336.0,543022,1.588,3019,50,3,7,7,98,21,1
Gaming,Seed,Australia,2388339,15,7,98.49,641475,3.57,1304,1,0,6,5,31,8,1
CleanTech,Seed,Singapore,1970851,25,6,335.89,109329,-0.118,46912,47,10,9,3,42,22,0
SaaS,Series A,Canada,3712917,113,4,126.59,530146,1.305,49284,-7,4,7,8,106,18,0
Cybersecurity,Pre-Seed,France,425601,45,2,9.77,415413,3.136,16832,77,1,3,1,47,4,0
HealthTech,Seed,Israel,792441,57,8,349.75,768921,0.767,22791,2,26,5,1,12,4,0
Cybersecurity,Series B,France,21859634,121,6,322.57,130424,1.374,10022,23,12,9,6,79,15,0
E-Commerce,Series A,India,9574922,33,12,205.7,330217,2.327,10350,68,16,2,1,47,27,1
SaaS,Seed,Germany,1951511,26,3,263.08,738285,1.995,11818,44,16,1,4,19,21,0
CleanTech,Series A,Canada,5700993,117,7,473.61,254042,0.351,33617,58,17,8,6,104,4,1
E-Commerce,Series A,Israel,12006727,67,10,297.8,745848,4.679,3962,75,20,8,1,4,11,1
AI/ML,Series B,Brazil,19007324,43,7,329.11,235683,0.03,4854,57,27,2,9,19,19,1
AI/ML,Seed,USA,1141462,77,6,32.42,225547,3.699,34307,40,8,8,4,110,19,0
Cybersecurity,Pre-Seed,France,196429,138,2,83.41,253603,0.171,2944,64,5,5,9,92,27,0
Gaming,Pre-Seed,France,279937,39,8,150.83,715662,2.23,22327,34,27,2,9,40,28,1
FinTech,Pre-Seed,Canada,70365,62,1,269.92,208343,0.712,3244,50,19,7,6,39,5,0
Gaming,Seed,Germany,801173,90,13,388.41,296459,0.534,22720,79,2,7,7,65,25,1
BioTech,Pre-Seed,India,313881,19,1,160.96,289566,0.455,25090,64,7,3,1,7,3,0
Gaming,Seed,India,893186,71,6,178.51,704497,2.154,46023,29,2,1,5,27,26,0
BioTech,Seed,Canada,2278568,83,5,128.45,82663,2.481,34359,-9,0,4,3,75,10,0
BioTech,Pre-Seed,France,135474,117,9,127.68,111216,0.494,48536,58,19,2,6,94,24,0
CleanTech,Series B,Israel,27923274,81,13,474.46,784888,4.893,7855,-6,26,4,4,24,29,1
SaaS,Seed,USA,1265387,16,12,317.91,266492,1.14,1601,-4,12,8,9,95,7,1
CleanTech,Pre-Seed,Canada,291474,14,7,78.37,481358,2.186,31952,13,20,2,7,65,23,0
BioTech,Series A,Israel,12151398,120,2,361.26,304887,0.925,45577,14,4,1,4,37,27,1
E-Commerce,Pre-Seed,Israel,227229,44,13,361.15,502762,2.368,5690,18,15,3,6,57,9,1
AI/ML,Series A,Brazil,9216631,58,12,333.4,418852,3.731,12521,57,20,7,2,22,3,1
BioTech,Series A,Australia,4220682,18,7,67.79,494100,2.51,34610,34,23,6,3,7,13,0
CleanTech,Seed,Singapore,1548870,33,3,204.29,544396,1.285,10483,38,15,6,7,41,6,0
E-Commerce,Series A,USA,8005332,56,1,53.82,214706,1.092,8058,-16,23,7,4,65,21,0
CleanTech,Seed,UK,2695337,14,11,408.4,570468,3.746,13704,9,11,8,7,110,19,1
Gaming,Seed,Germany,2655534,48,8,327.76,291027,0.415,5565,-17,12,3,9,34,25,1
HealthTech,Pre-Seed,Singapore,350242,88,14,253.85,578688,1.724,43856,-6,3,3,5,105,4,1
Cybersecurity,Pre-Seed,Brazil,54655,63,12,171.84,187071,0.588,37256,14,8,8,1,65,22,0
FinTech,Series B,USA,49161749,30,3,92.53,582239,1.141,30615,53,15,7,5,76,5,0
CleanTech,Seed,India,1856948,23,11,53.67,410376,0.594,41674,34,0,5,6,42,1,0
FinTech,Seed,Singapore,2600923,66,8,484.64,423145,4.411,1927,45,4,4,2,19,17,1
EdTech,Seed,India,1884819,30,7,100.22,676483,3.606,15512,39,20,6,8,103,9,1
CleanTech,Seed,Germany,2193675,49,12,30.41,387250,2.717,8301,3,4,9,2,81,9,0
HealthTech,Pre-Seed,India,374401,6,2,480.85,693717,0.967,21313,71,23,6,9,75,24,1
FinTech,Seed,Germany,2352566,102,13,274.7,698916,2.453,8457,1,24,8,2,34,10,1
BioTech,Series A,USA,8211276,72,14,398.43,334078,2.508,5492,23,18,1,3,25,20,1
CleanTech,Pre-Seed,France,370580,142,14,22.36,40881,2.87,3223,11,8,6,8,77,17,1
SaaS,Pre-Seed,Germany,157779,139,1,283.69,108171,0.112,22511,74,28,2,6,62,13,0
Cybersecurity,Pre-Seed,Israel,174891,67,7,199.41,263189,4.859,21455,62,26,3,1,79,29,1
HealthTech,Seed,UK,1278760,73,13,386.1,227815,2.22,33722,30,7,6,4,84,23,1
FinTech,Series B,UK,21848120,26,1,19.69,321095,4.618,23434,64,18,2,5,115,27,1
HealthTech,Pre-Seed,Canada,127924,61,6,201.14,280896,-0.149,30341,-18,17,4,3,58,18,0
E-Commerce,Pre-Seed,UK,79332,41,13,399.64,651627,1.087,42309,49,14,6,1,11,18,1
Cybersecurity,Seed,Canada,2990297,8,11,261.59,416656,0.341,15007,11,3,5,3,108,9,0
BioTech,Series A,UK,10911057,47,10,275.24,54864,3.802,34342,-19,14,6,9,71,3,1
CleanTech,Seed,Germany,893056,87,11,49.03,715051,1.465,26799,67,12,6,2,64,7,0
CleanTech,Seed,Israel,589031,142,10,66.6,606323,4.171,15674,38,27,8,1,66,15,0
CleanTech,Series A,France,6612914,22,8,338.66,96675,4.128,15426,70,17,9,7,109,30,1
Cybersecurity,Seed,India,683024,2,7,337.69,294487,3.273,7095,52,19,5,7,24,9,1
SaaS,Series B,Brazil,47788991,124,4,489.56,234320,3.262,44791,56,4,6,5,34,27,1
EdTech,Series A,UK,12464656,148,1,356.12,553961,3.441,24104,-7,17,6,2,49,18,1
AI/ML,Pre-Seed,France,109946,126,1,246.88,201026,3.304,3255,30,27,6,1,4,31,0
Gaming,Pre-Seed,France,470065,34,4,428.74,195770,1.812,33826,-10,7,2,5,87,17,0
FinTech,Pre-Seed,Germany,313685,5,5,52.68,367168,3.351,34725,57,0,4,4,94,6,0
SaaS,Seed,USA,1551341,4,12,224.92,560808,4.467,23032,59,18,1,9,54,25,1
BioTech,Series C,USA,81822219,92,7,143.91,512857,1.529,4944,-11,22,1,5,90,31,0
FinTech,Seed,UK,2174251,53,14,52.77,779483,4.713,37826,63,25,1,2,90,29,1
CleanTech,Pre-Seed,Brazil,301116,29,4,381.87,389590,-0.129,30497,59,16,7,4,16,9,0
HealthTech,Series A,UK,13355457,71,10,255.64,48079,1.615,27723,37,28,1,9,39,1,1
BioTech,Seed,UK,2221742,58,14,278.61,54220,0.487,35287,13,26,6,8,29,16,1
FinTech,Pre-Seed,Canada,315116,109,12,205.92,161563,0.458,11845,59,1,2,3,26,23,0
CleanTech,Seed,Israel,1173616,145,1,230.44,122878,4.04,24297,57,18,6,8,66,8,0
FinTech,Seed,Israel,866047,25,11,58.45,126583,4.576,2570,32,29,6,2,72,12,0
HealthTech,Series A,Brazil,6295453,78,10,336.62,58720,3.844,27503,7,15,3,3,28,10,1
CleanTech,Pre-Seed,Canada,153579,77,7,216.51,241876,4.878,7450,-3,29,8,5,56,16,1
EdTech,Pre-Seed,France,89339,70,2,408.48,549006,0.925,20271,5,17,4,8,17,24,0
SaaS,Seed,Canada,804543,102,13,98.55,438813,0.532,40471,-14,1,7,1,31,8,0
E-Commerce,Pre-Seed,UK,356157,93,11,102.93,501567,2.508,15898,24,27,4,4,102,11,0
Gaming,Seed,USA,1956498,93,2,323.06,372812,4.111,14389,77,26,1,1,76,26,0
Cybersecurity,Seed,Singapore,1018993,31,8,423.08,692192,0.007,48182,24,5,6,1,30,7,0
Gaming,Seed,Brazil,1212932,19,12,236.36,762758,4.977,25463,50,6,5,5,61,15,1
BioTech,Series B,France,45887799,45,10,363.61,416080,2.932,744,76,5,9,6,117,15,0
Gaming,Seed,Germany,1481271,100,10,499.67,622666,4.89,22804,14,26,9,1,75,3,1
CleanTech,Pre-Seed,Singapore,207541,122,10,495.14,18177,1.698,36282,31,5,8,6,23,16,1
EdTech,Seed,Singapore,2729537,116,5,372.3,711475,2.182,10871,0,8,7,5,12,15,0
E-Commerce,Series A,Canada,12380814,61,10,369.92,394462,3.712,13536,7,7,2,4,6,25,1
SaaS,Series A,India,5238154,147,2,124.19,771595,3.922,23097,75,29,8,5,64,33,0
SaaS,Pre-Seed,Singapore,53285,57,5,416.85,459426,1.012,175,23,23,3,8,6,14,0
HealthTech,Series C,UK,182506357,32,8,202.85,455170,4.635,49717,59,21,6,9,8,24,1
Cybersecurity,Seed,Australia,1696352,102,6,481.02,645433,4.311,3217,35,20,7,2,92,11,1
FinTech,Pre-Seed,USA,461921,60,3,41.17,739490,-0.105,15106,-11,8,6,6,106,3,0
EdTech,Pre-Seed,USA,181627,125,8,218.2,547706,0.469,30359,2,11,5,3,82,9,0
FinTech,Pre-Seed,Australia,71323,131,14,278.14,175926,2.38,46464,27,17,4,2,74,6,1
E-Commerce,Series A,Israel,12770296,98,9,202.88,622363,2.197,22357,31,22,2,1,94,31,1
Gaming,Pre-Seed,UK,103915,108,5,105.68,513122,3.484,42354,-6,5,9,4,18,16,0
SaaS,Pre-Seed,Germany,421687,19,13,296.7,337371,0.266,38570,34,22,7,8,40,11,1
E-Commerce,Series B,Singapore,15665979,146,2,378.08,416051,3.153,7034,22,27,7,3,51,17,1
Gaming,Seed,Israel,1752038,72,2,322.6,289677,3.005,16263,29,3,4,5,63,3,0
SaaS,Pre-Seed,UK,309990,107,7,117.61,517966,1.015,42180,-15,24,5,5,67,19,0
Gaming,Pre-Seed,Canada,420644,55,1,365.94,498267,2.62,8776,12,6,6,5,85,24,0
Cybersecurity,Pre-Seed,USA,464441,95,10,128.82,379648,0.955,43822,41,17,2,9,52,8,1
EdTech,Pre-Seed,Israel,423410,77,12,88.01,228930,0.564,9812,34,28,4,8,19,2,1
